"text","spam"
"Subject: las vegas high rise boom  las vegas is fast becoming a major metropolitan city ! 60 +  new high rise towers are expected to be built on and around the las vegas strip  within the next 3 - 4 years , that ' s 30 , 000 + condominiums !  this boom has just begun ! buy first . . . early phase ,  pre - construction pricing is now available on las vegas high rises including  trump , cosmopolitan , mgm , turnberry , icon , sky , among others .  join the interest list :  http : / / www . verticallv . com  message has been sent to you by realty one highrise . learn more at www . verticallv . comif you  wish to be excluded from future mailings , please reply with the word remove in  the subject line . ",1
"Subject: save your money buy getting this thing here  you have not tried cialls yet ?  than you cannot even imagine what it is like to be a real man in bed !  the thing is that a great errrectlon is provided for you exactly when you want .  ciaiis has a iot of advantaqes over viagra  - the effect iasts 36 hours !  - you are ready to start within just 10 minutes !  - you can mix it with aicohol ! we ship to any country !  get it riqht now ! . ",1
"Subject: brighten those teeth  get your  teeth bright white now !  have you considered professional teeth whitening ? if so , you  know it usually costs between $ 300 and $ 500 from your local  dentist !  visit our site to learn how to  professionally whiten your teeth , using the exact same whitening  system your dentist uses , at a fraction of the cost ! here ' s what you get :  we will show you what to look for in a whitening  system !  we will show you a comparison of all of the products  available today , including their costs !  we know our product is the best on the market , and we back  it with a 30 day money back guarantee !  click here to learn more !  you are receiving this email as an  internet affiliate network member . if you would no longer like to receive  special promotions  via email from internet affiliate network , then click  here to unsubscribe ",1
"Subject: wall street phenomenon reaps rewards  small - cap stock finder  new developments expected to move western sierra mining , inc . stock  from $ 0 . 70 to over $ 4 . 0 o  westernsierramining . com  western sierra mining is a company on the move , fast ! big news is out !  big business is afoot for wsrm !  read on to find out why wsrm is our top pick this week .  * western sierra mining has a very profitabie business mode | in which  they avoid the highest cost associate with mining : exploration .  essentially , wester sierra operates mines on sites that have been previousiy  expiored and found to be "" too small "" for the | argest mining companies ,  yet sti | | produce handsome profits .  * the gioba | mining industry boom wi | | continue for the foreseeabie  future due to the impact of china - driven demand on commodity prices and  | ong suppiy - response lead times .  * news ! news ! news ! read on to find out why we expect wsrm to take off  this week !  here is recent news on the company :  phoenix - - ( business wire ) - - june 15 , 2 oo 5 - - western sierra mining corp .  ( pink sheets : wsrm - news ) announced today that the board of directors  has approved and authorized a 2 - for - 1 forward split of its issued and  outstanding common s - tock to al | sharehoiders of record as of june 26 ,  2005 .  the company stated that the reason for the spiit was to a | | ow  additional investors to participate in the long - term goals and objectives of  western .  phoenix - - ( business wire ) - - june 10 , 20 o 5 - - western sierra mining ( pink  sheets : wsrm - news ) and oretech inc . ( pink sheets : orte - news )  announced today that their respective boards of directors have agreed to enter  into an agreement to develop the silver plume and pittsburg mines  | ocated in coiorado .  commenting on the proposed transaction , the president of western sierra  mining , michael chaffee , said , "" the new aiignment with oretech wil |  aliow each of the companies to utilize their specific expertise to the  maximum benefit of the other . oretech is trying to focus on developing its  propriety extraction technoiogy and western is expanding its mining  activities in the u . s . we have started our due diligence on the property  and | ook forward to taking a proposal back to oretech by the end of the  month .  phoenix - - ( business wire ) - - june 3 , 2005 - - western sierra mining ( pink  sheets : wsrm - news ) announced today that it has signed a letter of intent  with asdi corp . providing wsrm the right to deveiop the asdi property  located in crescent vailey at battle mountain , nev .  we cannot stress enough the significance of this news . a s - tock spiit  can oniy mean one thing ; good business ! with the spiit date set at june  26 , now is obviousiy the time to get in . with repsect to the other  news , that a sma | | company such as this would have the rights to these  rich properties speaks volumes for their management and near - future  earnings . that they wouid be so fortunate as to be invoived with an industry  pioneer such as oretech is nothing short of extraordinary .  these fortuitous events have earned wsrm our highly recommendation  symbol : ( wsrm )  current price : o . 70  short term target price : 4 . 6 o  12 month target price : 8 . 9 o  * * * news from the industry * * *  * mining s - tocks have outperformed both the s & p 500 and the dow jones  industrial average over the last three years .  * profits by mining companies have doubled for the second year in a  row . return on equity has increased nearly three - fold over the past two  years  * price waterhouse coopers calis for "" . . . another bumper year for the  global mining industry in 2 oo 5 . "" they go on to say , "" the sustained  upturn in commodity prices has caught investors ' attention , creating a dash  for mining s - tocks . add the unprecedented profits and free cash flows  and we have a very buoyant industry . ""  for more information read , mine - enter the dragon , by price waterhouse  coopers , located at pwcglobal . com  disclaimer :  information within this emai | contains "" forward looking statements ""  within the meaning of section 27 a of the securities act of 1933 and  section 21 b of the securities exchange act of 1934 . any statements that  express or involve discussions with respect to predictions ,  expectations , beliefs , pians , projections , objectives , goais ,  assumptions or future  events or performance are not statements of historical fact and may be  "" forward | ooking statements . "" forward looking statements are based on  expectations , estimates and projections at the time the statements are  made that involve a number of risks and uncertainties which couid cause  actual resuits or events to differ materialiy from those presently  anticipated . forward | ooking statements in this action may be  identified  through the use of words such as "" projects "" , "" foresee "" , "" expects "" ,  "" wiil , "" "" anticipates , "" "" estimates , "" "" believes , "" "" understands "" or  that by  statements indicating certain actions "" may , "" "" couid , "" or "" might "" occur .  as with many micro - cap s - tocks , today ' s company has additional risk  factors worth noting . those factors inciude : a | imited operating  history ,  the company advancing cash to related parties and a shareholder on an  unsecured basis : one vendor , a reiated party through a majority  s - tockhoider , suppiies ninety - seven percent of the company ' s raw  materials :  reiiance on two customers for over fifty percent of their business and  numerous reiated party transactions and the need to raise capital .  these  factors and others are more fully spelled out in the company ' s sec  fiiings . we urge you to read the filings before you invest . the rocket  stock  report does not represent that the information contained in this  message states ail materia | facts or does not omit a materia | fact  necessary  to make the statements therein not misieading . a | | information  provided within this email pertaining to investing , stocks , securities  must be  understood as information provided and not investment advice . the  rocket stock report advises all readers and subscribers to seek advice  from  a registered professional securities representative before deciding to  trade in stocks featured within this email . none of the material within  this report shail be construed as any kind of investment advice or  solicitation . many of these companies are on the verge of bankruptcy .  you  can | ose al | your mone * y by investing in this stock . the publisher of  the rocket stock report is not a registered investment advisor .  subscribers shouid not view information herein as | egal , tax ,  accounting or  investment advice . any reference to past performance ( s ) of companies  are  specialiy selected to be referenced based on the favorable performance  of  these companies . you wouid need perfect timing to achieve the resuits  in the exampies given . there can be no assurance of that happening .  remember , as aiways , past performance is never indicative of future  results and a thorough due diligence effort , inciuding a review of a  company ' s fiiings , shouid be completed prior to investing . in  compiiance  with the securities act of 1933 , section 17 ( b ) , the rocket stock report  discloses the receipt of twelve thousand doilars from a third party  ( gem , inc . ) , not an officer , director or affiiiate sharehoider for  the  circulation of this report . gem , inc . has a position in the stoc * k  they  wi | | seil at any time without notice . be aware of an inherent confiict  of interest resuiting from such compensation due to the fact that this  is a paid advertisement and we are conflicted . ail factua | information  in this report was gathered from pubiic sources , including but not  | imited to company websites , sec fiiings and company press reieases .  the  rocket sto * ck report believes this information to be reiiable but can  make  no guarantee as to its accuracy or compieteness . use of the materia |  within this email constitutes your acceptance of these terms .",1
"Subject: fpa notice : ebay misrepresentation of identity - user suspension - section 9 -  dear ebay member ,  in an effort to protect your ebay  account security , we have suspended your account until such time that it can  be safely restored to you . we have taken this action because your account  may have been compromised . although we cannot disclose our investigative  procedures that led to this conclusion , please know that we took this action  in order to maintain the safety of your account . for instructions on  getting your account reinstated , please click the button bellow :  thank you for your patience and  cooperation . regards ,  safeharbor departmentebay  inc . ",1
"Subject: search engine position  be the very first listing in the top search engines immediately .  our company will now place any business with a qualified website  permanently at the top of the major search engines guaranteed never to move  ( ex : yahoo ! , msn , alta vista , etc . ) . this promotion includes unlimited  traffic and is not going to last long . if you are interested in being  guaranteed first position in the top search engines at a promotional fee ,  please contact us promptly to find out if you qualify via email at  searchl 1 @ telefonica . net . pe it ' s very important to include the url ( s ) if you  are interested in promoting ! ! ! this is not pay per click . examples will  be provided .  this promotion is only valid in the usa and canada .  sincerely ,  the search engine placement specialists  if you wish to be removed from this list , please respond to the following  email address and type the word "" remove "" in your subject line :  search 6 @ speedy . com . pe",1
"Subject: ben zhang  any suggestions ?  - g  - - - - - - - - - - - - - - - - - - - - - - forwarded by grant masson / hou / ect on 09 / 13 / 2000 09 : 06  am - - - - - - - - - - - - - - - - - - - - - - - - - - -  enron north america corp .  from : toni graham @ enron 09 / 12 / 2000 09 : 33 pm  to : grant masson / hou / ect @ ect  cc :  subject : ben zhang  what do you want to do ? my experience tells me that it ' s not about the  money . his wife doesn ' t want to move .  - - - - - - - - - - - - - - - - - - - - - - forwarded by toni graham / corp / enron on 09 / 12 / 2000  09 : 23 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -  meastman @ qualitec . com on 09 / 12 / 2000 09 : 46 : 48 am  to :  cc :  subject : ben zhang  toni ,  i spoke with ben this morning and he is asking me what he should do . he  knows how good the opportunity is  and this is something he really wants to do . however , his wife is having a  hard time making the commitment . although he says she is not totally against  it , she is obviously not 100 % sold . ben feels bad about keeping vince ,  grant , and other potential team members at enron waiting . he does not want  to lose the opportunity , yet he needs some help in convincing his wife . i am  open for suggestions . is this somebody you really want and if so what can  we do get him ?  thanks ,  mike  qualitec professional services , lp  accounting - financial - energy risk - tax  search consultants  mike eastman , cpc  president  281 - 647 - 9300 fax 281 - 647 - 0933  email - meastman @ qualitec . com",0
"Subject: manoj gupta - interview schedule  attached you will find the interview packet for the above - referenced person . the interview will happen monday , april 16 , 2001 . please print all three documents for your hard copies . if you have any questions , or conflicts of schedule , please do not hesitate to contact me .  sasha divelbiss  58714",0
"Subject: re : hello from vince kaminski at enron  ashley ,  i agree with you . two trips are the best solution , unless of course shmuel  rearranges  the speaker list and the 16 th will work for the presentation as well .  coordinating so many different events is never easy . thanks for your  patience .  vince  enron technology  from : ashley baxter @ enron 08 / 30 / 2000 08 : 24 am  to : vince j kaminski / hou / ect @ ect  cc : shirley crenshaw / hou / ect @ ect  subject : re : hello from vince kaminski at enron  vince ,  actually , the general presentation that i have scheduled for the faculty club  ( a dining / meeting room ) on campus is set for 7 : 00 p . m . - 9 : 00 p . m . on monday  the 16 th . i can attempt to change the presentation date again , however i  feel that it would be very unlikely that we are able to get another facility  that is near campus . at this point it may be better to plan on making two  seperate trips so that we are able to handle both events . maybe we could  combine another presentation in during the same visit . what do you think ?  ashley  vince j kaminski @ ect  08 / 30 / 2000 08 : 03 am  to : "" shmuel oren "" @ enron  cc : vince j kaminski / hou / ect @ ect , ashley baxter / corp / enron @ enron , shirley  crenshaw / hou / ect @ ect  subject : re : hello from vince kaminski at enron  shmuel ,  let ' s see if we can either rearrange the seminar speakers  or change the date of our visit to the campus . ashley baxter , our coordinator  is very efficient and  got a faculty room for a presentation on monday morning on the 16 th .  vince  "" shmuel oren "" on 08 / 29 / 2000 05 : 37 : 33 pm  to :  cc :  subject : re : hello from vince kaminski at enron  dear vince . i spoke too soon . apparently the seminar slot on the 16 was  already filled . i will see if i can switch the speaker for that week to the  following week . in any case we are on for dinner on the 16 .  shmuel s . oren , professor  dept . of industrial engineering  and operations research  4117 etcheverry hall  university of california  berkeley , ca 94720 - 1777  e - mail : oren @ ieor . berkeley . edu  phone : ( 510 ) 642 - 1836 or 5484  fax : ( 510 ) 642 - 1403  - - - - - original message - - - - -  from :  to :  cc : ;  sent : tuesday , august 29 , 2000 5 : 01 pm  subject : re : hello from vince kaminski at enron  >  > shmuel ,  >  > the date of our trip to berkeley has been set . it will be october 16 th and  > 17 th  > ( monday and tuesday ) .  >  > i shall be glad to make a presentation on energy derivatives markets  > ( development of the markets in the us and europe , valuation difficulties ,  > enron ' s role  > in developing the forward markets for natural gas and electricity ) .  >  > please , let me know if this topic would be of interest to you . if this is  > the  > case , i shall follow with a title and an abstract .  >  > by the way , are you free for dinner on monday ?  >  > vince  >  >  >  >  >  >  > "" shmuel oren "" on 08 / 24 / 2000 08 : 59 : 38 am  >  > to : "" vince j kaminski ""  > cc :  > subject : re : hello from vince kaminski at enron  >  >  > great . our seminars are 3 : 30 to 5 pm . if it works for you please send me a  > title and abstract .  > / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / /  > shmuel s . oren , professor  > dept . of industrial engineering  > and operations research  > 4117 etcheverry hall  > university of california  > berkeley , ca 94720 - 1777  > e - mail : oren @ ieor . berkeley . edu  > phone : ( 510 ) 642 - 1836 or 5484  > fax : ( 510 ) 642 - 1403  > / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / /  >  > - - - - - original message - - - - -  > from : "" vince j kaminski ""  > to : "" shmuel oren ""  > cc : "" vince j kaminski "" ; "" ashley baxter ""  >  > sent : thursday , august 24 , 2000 9 : 58 am  > subject : re : hello from vince kaminski at enron  >  >  > >  > >  > > shmuel ,  > >  > > thanks for the message . i am working with our recruiter , ashley baxter ,  > > to finalize the date of the trip . i shall shoot for october the 23 rd  > > if this date works for the rest of our team .  > >  > > vince  > >  > >  > >  > >  > >  > >  > > "" shmuel oren "" on 08 / 23 / 2000 11 : 46 : 19 am  > >  > > to : vince j kaminski / hou / ect @ ect  > > cc :  > > subject : re : hello from vince kaminski at enron  > >  > >  > >  > > dear vince .  > > i sent you a reply earlier this month but i haven ' t heard from you about  > the  > > date of your visit . our department has a seminar every monday . if you  can  > > schedule your visit on a monday i would like to invite you to give a  > seminar  > > which will be attended by many of our graduate students and faculty and  > will  > > give you an opportunity to tell them about your program . with sufficient  > > lead - time i can advertise the seminar in the hass school to their  > financial  > > engineering students .  > > shmuel .  > > / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / /  > > shmuel s . oren , professor  > > dept . of industrial engineering  > > and operations research  > > 4117 etcheverry hall  > > university of california  > > berkeley , ca 94720 - 1777  > > e - mail : oren @ ieor . berkeley . edu  > > phone : ( 510 ) 642 - 1836 or 5484  > > fax : ( 510 ) 642 - 1403  > > / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / /  > >  > > - - - - - original message - - - - -  > > from :  > > to : ; ;  > >  > > sent : tuesday , august 08 , 2000 10 : 59 am  > > subject : hello from vince kaminski at enron  > >  > >  > > > shmuel ,  > > >  > > > i hope you remember me . i visited you together with aram sogomonian , a  > > > good friend of mine , a few years ago . i am currently responsible ,  among  > > > other things , for recruiting graduates with finance and / or technical  > > > backgrounds at the university of berkeley . i would be glad to give you  > a  > > > call and talk more about the details of our program . my colleague ,  > > > ashleybaxter , from the analyst / associate program at enron would join  me  > > > as well .  > > >  > > > i am sending you a copy of the brochure about the analyst / associate  > > > program .  > > >  > > > vince kaminski  > > >  > > >  > > > vincent kaminski  > > > managing director - research  > > > enron corp .  > > > 1400 smith street  > > > room ebl 962  > > > houston , tx 77002 - 7361  > > >  > > > phone : ( 713 ) 853 3848  > > > fax : ( 713 ) 646 2503  > > > e - mail : vkamins @ enron . com  > > >  > >  > >  > >  > >  > >  > >  >  >  >  >  >  >",0
"Subject: candlestick charts  fyi fallout  - - - - - - - - - - - - - - - - - - - - - - forwarded by mike a roberts / hou / ect on 05 / 04 / 2001  02 : 05 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -  from : sue neville / enron @ enronxgate on 05 / 04 / 2001 02 : 02 pm  to : mike a roberts / hou / ect @ ect  cc : lee ferrell / enron @ enronxgate , kent miller / et & s / enron @ enron  subject : candlestick charts  mike ,  i work for enron transportation and storage in their storage marketing  group . my group has been using technical analysis from your website to help  make daily storage trading revenue decisions . on your web site , you  indicated you would be discontinueing some of the information we use . we had  interviewed external technical service profiders , and chose not to buy their  service because we had your information available to us to help us make  financial decisions . specifically , we need the candlestick charts and  analysis on natural gas , and we also need the elliot wave analysis on natural  gas .  can you please reconsider your decision to discontinue the technical analysis  data aforementioned ?  sue neville  director , storage marketing  ets",0
"Subject: faculty information sheet  mr . kaminski ;  i will fax the faculty information sheet to you so that you may check for  accuracy . also , i will fax your formal offer letter to you this afternoon .  please allow by dec . 15 for your paperwork to be processed . after that  date , you should contact bill ciminelli , director of administration , ( 713 )  348 - 5377 . bill can assist you with assigning your mailbox and office  space , membership for faculty club card ( campus cafeteria for faculty and  staff only ! ) , rice i . d . card , and parking decal . also , suzana vazquez ,  bill ' s assistant , ( 713 ) 348 - 3736 , can assist you with any materials that  you want to be copied and / or distributed to your students .  if you need to order any required or suggested book ( s ) for your course ,  please contact the campus bookstore at ( 713 ) 348 - 4052 . the bookstore does  not order examination copies for faculty . you must contact the publisher  if you are wanting an examination or desk copy of a book .  if you have any questions , please feel free to contact me at my office  ( 713 ) 348 - 3733 or email .  jacquelyn j . gambrell  executive assistant to the associate dean for faculty affairs  jones graduate school of management / ms 531  rice university  p . o . box 1892  houston , texas 77251 - 1892  office ph . ( 713 ) 348 - 3733  email : gambrell @ rice . edu ",0
